region,city,city_region,latitude,longitude,lat_lon_hdbscan_cluster_05_03,lat_lon_hdbscan_cluster_10_03,lat_lon_hdbscan_cluster_20_03,region_id,city_region_id
Свердловская область,Ирбит,Ирбит Свердловская область,57.66801349999999,63.06320530000001,-1,-1,-1,19,583
Краснодарский край,Ахтырский,Ахтырский Краснодарский край,44.8527171,38.2948067,46,41,9,9,96
Башкортостан,Кумертау,Кумертау Башкортостан,52.7637387,55.8115682,-1,27,15,1,813
Удмуртия,Можга,Можга Удмуртия,56.4380444,52.2116602,55,33,18,24,960
Свердловская область,Рефтинский,Рефтинский Свердловская область,57.0948735,61.6717527,64,38,21,19,1332
Краснодарский край,Туапсе,Туапсе Краснодарский край,44.106518,39.0806454,39,-1,9,9,1606
Тульская область,Венев,Венев Тульская область,54.3494655,38.2582586,9,6,4,22,282
Красноярский край,Назарово,Назарово Красноярский край,56.01319549999999,90.402565,15,9,6,10,986
Удмуртия,Сарапул,Сарапул Удмуртия,56.45214619999999,53.7833628,51,29,17,24,1374
Ханты-Мансийский АО,Югорск,Югорск Ханты-Мансийский АО,61.31382769999999,63.3429553,5,4,-1,25,1788
Ханты-Мансийский АО,Лянтор,Лянтор Ханты-Мансийский АО,61.6213111,72.1645209,6,5,3,25,888
Свердловская область,Новоуральск,Новоуральск Свердловская область,57.2575239,60.0834487,60,37,21,19,1101
Нижегородская область,Красные Баки,Красные Баки Нижегородская область,57.1260796,45.1492522,3,2,1,11,775
Ростовская область,Батайск,Батайск Ростовская область,47.139761,39.7378477,46,40,9,16,134
Владимирская область,Киржач,Киржач Владимирская область,56.1592176,38.8635727,3,2,1,3,683
Пермский край,Кудымкар,Кудымкар Пермский край,59.0069977,54.66438669999999,-1,-1,-1,15,799
Омская область,Тара,Тара Омская область,56.8856844,74.37594349999999,12,8,5,13,1551
Краснодарский край,Лабинск,Лабинск Краснодарский край,44.62369289999999,40.7471371,46,42,9,9,838
Владимирская область,Юрьев-Польский,Юрьев-Польский Владимирская область,56.5005833,39.6794042,3,2,1,3,1800
Иркутская область,Усть-Кут,Усть-Кут Иркутская область,56.7910394,105.7768683,2,1,-1,6,1669
Челябинская область,Аша,Аша Челябинская область,54.98909339999999,57.27338779999999,-1,30,20,26,100
Ставропольский край,Будённовск,Будённовск Ставропольский край,44.7925204,44.15361619999999,46,39,9,20,250
Тульская область,Ефремов,Ефремов Тульская область,53.1494491,38.0937333,-1,6,4,22,501
Волгоградская область,Фролово,Фролово Волгоградская область,49.75903539999999,43.6591507,-1,-1,-1,4,1685
Краснодарский край,Медведовская,Медведовская Краснодарский край,45.453304,39.0117226,46,41,9,9,923
Пермский край,Гремячинск,Гремячинск Пермский край,58.5483546,57.8344472,34,19,-1,15,408
Челябинская область,Коркино,Коркино Челябинская область,54.9009507,61.3679909,61,30,20,26,723
Татарстан,Джалиль,Джалиль Татарстан,55.0237304,52.735912,55,33,18,21,436
Пермский край,Добрянка,Добрянка Пермский край,58.4704782,56.4232263,-1,23,12,15,450
Башкортостан,Белебей,Белебей Башкортостан,54.1103461,54.1046266,56,34,18,1,143
